order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,morning_order,date_ordered
2701352,197375,prior,2,3,12,23,no,2025-01-24
1361893,5017,prior,22,0,10,19,yes,2025-01-20
568864,24980,prior,6,5,09,12,yes,2025-01-13
2870282,30857,train,4,3,13,30,no,2025-01-31
2291050,63307,prior,2,3,15,21,no,2025-01-22
2310852,73310,prior,2,3,14,1,no,2025-01-02
2745532,67559,prior,8,1,11,7,no,2025-01-08
1803991,9545,prior,7,1,12,7,no,2025-01-08
411094,29077,prior,52,2,15,7,no,2025-01-08
1830748,13903,prior,7,5,08,13,yes,2025-01-14
2546069,155919,prior,36,1,08,12,yes,2025-01-13
2350866,124449,test,9,6,12,14,no,2025-01-15
681397,94963,train,5,6,11,6,no,2025-01-07
1374868,47831,prior,17,5,11,12,no,2025-01-13
15647,175167,prior,24,1,08,8,yes,2025-01-09
538981,134832,prior,30,5,18,9,no,2025-01-10
1710968,39358,prior,78,2,13,7,no,2025-01-08
2233570,2294,prior,25,1,18,6,no,2025-01-07
2044932,167162,prior,15,6,16,5,no,2025-01-06
2768975,190205,prior,23,6,14,9,no,2025-01-10
3241680,140635,prior,3,6,12,5,no,2025-01-06
397329,84985,prior,11,1,13,6,no,2025-01-07
1678690,9372,prior,45,6,15,2,no,2025-01-03
2273138,136364,prior,39,4,12,3,no,2025-01-04
2349759,158839,prior,35,5,17,3,no,2025-01-04
2189455,92707,prior,43,6,21,2,no,2025-01-03
2213561,165215,prior,17,5,09,16,yes,2025-01-17
2845477,10972,prior,13,6,14,6,no,2025-01-07
2376941,36481,prior,82,1,10,2,yes,2025-01-03
2634441,87470,prior,32,2,15,12,no,2025-01-13
506905,131979,prior,3,3,15,4,no,2025-01-05
2143125,17469,prior,13,0,17,9,no,2025-01-10
2295986,71593,prior,5,5,11,1,no,2025-01-02
1251729,3620,prior,13,2,12,30,no,2025-01-31
3287969,188519,prior,9,4,18,20,no,2025-01-21
906913,22379,prior,6,5,08,4,yes,2025-01-05
1562117,147325,prior,25,0,16,7,no,2025-01-08
2449776,105539,prior,40,6,14,4,no,2025-01-05
1039872,155891,prior,7,4,13,21,no,2025-01-22
2733976,167313,prior,4,1,15,11,no,2025-01-12
2267903,178781,prior,7,3,17,6,no,2025-01-07
2875332,178436,prior,14,0,17,7,no,2025-01-08
1451066,84436,prior,44,5,15,5,no,2025-01-06
653414,73929,prior,33,2,01,14,no,2025-01-15
1763490,134597,prior,41,0,14,7,no,2025-01-08
308333,81943,prior,22,6,17,20,no,2025-01-21
2220082,61894,prior,10,3,07,5,yes,2025-01-06
1178330,153284,prior,32,4,07,8,yes,2025-01-09
2646686,69392,prior,45,6,12,2,no,2025-01-03
16930,95725,prior,16,3,10,5,yes,2025-01-06
2201805,192895,prior,3,0,17,30,no,2025-01-31
3260030,182942,prior,26,1,23,8,no,2025-01-09
1704560,141144,prior,23,1,07,10,yes,2025-01-11
1906003,131368,prior,13,0,23,5,no,2025-01-06
1639005,89256,prior,31,6,13,7,no,2025-01-08
2643764,21704,prior,13,2,11,25,no,2025-01-26
224995,52904,prior,37,1,10,2,yes,2025-01-03
1923156,202467,train,14,2,13,30,no,2025-01-31
1001094,168801,prior,36,6,10,1,yes,2025-01-02
2877803,203903,prior,3,3,22,5,no,2025-01-06
1512903,163582,prior,5,0,21,29,no,2025-01-30
1684468,206201,prior,7,6,15,0,no,2025-01-01
2868536,69472,prior,5,3,12,18,no,2025-01-19
1572005,203999,prior,7,6,18,7,no,2025-01-08
2684548,163599,prior,20,3,10,18,yes,2025-01-19
194959,85915,prior,27,3,10,2,yes,2025-01-03
1039526,90080,prior,89,1,08,6,yes,2025-01-07
2675346,2610,prior,19,0,11,9,no,2025-01-10
228674,163492,prior,23,0,13,9,no,2025-01-10
2469036,138559,prior,3,0,14,30,no,2025-01-31
2108327,104008,prior,21,5,14,5,no,2025-01-06
1808601,17691,prior,5,1,10,8,yes,2025-01-09
3393587,71772,prior,20,0,14,3,no,2025-01-04
2337790,141907,prior,28,5,15,6,no,2025-01-07
892475,23140,prior,46,1,15,8,no,2025-01-09
3113608,161748,prior,4,6,12,18,no,2025-01-19
2736883,28630,prior,2,1,13,8,no,2025-01-09
2471714,118065,prior,17,1,08,8,yes,2025-01-09
2526527,130838,prior,4,3,17,24,no,2025-01-25
281829,199190,prior,17,3,11,8,no,2025-01-09
874759,29000,prior,3,2,09,30,yes,2025-01-31
2213568,106397,prior,17,0,22,5,no,2025-01-06
2824778,117150,prior,8,3,06,4,yes,2025-01-05
619985,25192,prior,3,2,14,5,no,2025-01-06
2860286,83697,prior,28,1,15,12,no,2025-01-13
802191,54725,prior,3,0,16,15,no,2025-01-16
1629192,157623,prior,27,1,09,3,yes,2025-01-04
792131,100595,prior,11,1,09,8,yes,2025-01-09
874527,5706,train,20,0,15,14,no,2025-01-15
2475785,184597,prior,6,4,17,13,no,2025-01-14
2735721,84623,prior,59,0,09,8,yes,2025-01-09
2544528,153932,prior,15,1,16,8,no,2025-01-09
2422839,60548,prior,61,5,18,0,no,2025-01-01
1008932,8219,prior,5,3,11,5,no,2025-01-06
1712145,198714,prior,17,5,16,30,no,2025-01-31
1661163,69114,prior,19,1,12,6,no,2025-01-07
2687943,23165,prior,15,4,15,11,no,2025-01-12
769253,4801,prior,10,3,16,17,no,2025-01-18
2362557,100155,prior,8,6,19,1,no,2025-01-02
804173,61263,prior,12,0,22,4,no,2025-01-05
301001,51320,prior,3,1,23,30,no,2025-01-31
393510,60406,prior,40,1,12,3,no,2025-01-04
895000,74798,prior,15,4,20,7,no,2025-01-08
2129393,129290,prior,13,3,07,4,yes,2025-01-05
909150,175658,prior,42,5,17,3,no,2025-01-04
3409519,72681,prior,14,6,13,12,no,2025-01-13
3106619,91988,train,6,0,11,30,no,2025-01-31
2356871,169504,prior,25,5,15,27,no,2025-01-28
1083450,161002,prior,89,1,23,1,no,2025-01-02
1905477,167466,prior,22,6,11,7,no,2025-01-08
420541,106325,prior,17,5,14,0,no,2025-01-01
879727,171261,prior,50,5,12,1,no,2025-01-02
385871,196326,prior,8,6,08,3,yes,2025-01-04
1166643,203341,prior,67,2,09,10,yes,2025-01-11
1131095,88893,prior,3,4,11,14,no,2025-01-15
1376199,172430,prior,33,6,11,6,no,2025-01-07
25710,14091,prior,25,0,22,7,no,2025-01-08
104609,125770,prior,7,6,11,30,no,2025-01-31
256748,20468,train,47,1,09,10,yes,2025-01-11
951800,67786,prior,15,2,18,8,no,2025-01-09
3296538,149846,prior,3,1,12,1,no,2025-01-02
2805649,183149,prior,2,4,16,17,no,2025-01-18
916839,44038,prior,3,5,14,10,no,2025-01-11
441642,105420,prior,3,1,17,0,no,2025-01-01
2703474,96395,prior,27,2,20,12,no,2025-01-13
1777941,84945,prior,48,1,15,5,no,2025-01-06
295692,39114,prior,16,1,10,10,yes,2025-01-11
476746,5236,prior,50,3,15,0,no,2025-01-01
3317732,177646,prior,5,2,12,23,no,2025-01-24
2622954,129784,prior,16,2,18,1,no,2025-01-02
1202092,126261,prior,35,3,14,3,no,2025-01-04
157783,122156,prior,3,6,14,7,no,2025-01-08
257727,142756,prior,21,0,06,1,yes,2025-01-02
3149681,107406,prior,6,2,17,18,no,2025-01-19
447536,83305,prior,17,1,10,3,yes,2025-01-04
2200731,111274,prior,8,6,06,14,yes,2025-01-15
3173108,39451,prior,5,0,07,8,yes,2025-01-09
3302257,278,prior,8,2,15,6,no,2025-01-07
2606925,176785,prior,5,3,08,14,yes,2025-01-15
1156070,126590,prior,47,5,09,3,yes,2025-01-04
1608966,15730,prior,13,1,12,11,no,2025-01-12
158627,56166,prior,2,1,22,30,no,2025-01-31
2224437,66270,prior,33,3,14,8,no,2025-01-09
3282260,98816,prior,4,3,19,2,no,2025-01-03
2825103,98052,prior,19,5,13,7,no,2025-01-08
248286,172797,prior,3,0,15,28,no,2025-01-29
241518,23638,prior,3,1,16,22,no,2025-01-23
1264590,92997,prior,8,1,09,1,yes,2025-01-02
50025,68254,prior,10,2,16,4,no,2025-01-05
383638,174024,prior,37,0,21,7,no,2025-01-08
1986216,72935,prior,13,2,10,1,yes,2025-01-02
3328874,83216,prior,19,2,22,8,no,2025-01-09
1860855,155850,prior,22,5,09,7,yes,2025-01-08
1386364,69437,prior,58,2,20,5,no,2025-01-06
627218,95263,prior,18,0,12,7,no,2025-01-08
739932,20014,prior,11,5,09,4,yes,2025-01-05
2791768,140917,prior,9,5,10,24,yes,2025-01-25
1102752,35985,prior,22,0,11,16,no,2025-01-17
1599281,162056,prior,14,0,11,7,no,2025-01-08
507555,168022,prior,39,4,14,4,no,2025-01-05
3094714,178140,prior,10,0,16,14,no,2025-01-15
2264645,30020,prior,46,1,08,7,yes,2025-01-08
27266,82058,prior,30,6,14,12,no,2025-01-13
2952559,99379,prior,15,0,09,8,yes,2025-01-09
3192949,80876,prior,17,4,16,3,no,2025-01-04
1102852,104220,prior,2,3,18,4,no,2025-01-05
547861,172546,prior,33,1,21,9,no,2025-01-10
1931782,161358,prior,4,2,22,30,no,2025-01-31
2672664,79321,prior,21,0,15,14,no,2025-01-15
1081448,199877,train,16,0,13,21,no,2025-01-22
100787,16295,prior,18,5,07,30,yes,2025-01-31
1841239,151649,prior,19,0,11,30,no,2025-01-31
2944110,105094,prior,6,5,12,6,no,2025-01-07
754900,155857,prior,9,3,17,18,no,2025-01-19
2252283,1438,prior,42,5,12,5,no,2025-01-06
1903260,84376,prior,22,2,14,1,no,2025-01-02
671073,7714,prior,9,6,17,9,no,2025-01-10
1964656,195385,prior,3,4,15,17,no,2025-01-18
60482,185577,prior,55,1,14,7,no,2025-01-08
381081,39221,prior,76,4,10,3,yes,2025-01-04
3394652,78725,prior,48,1,08,4,yes,2025-01-05
2343168,205329,prior,2,4,11,30,no,2025-01-31
2549146,103835,prior,56,2,15,5,no,2025-01-06
1929118,48598,prior,7,6,09,1,yes,2025-01-02
3417325,8186,prior,4,1,21,30,no,2025-01-31
2953274,107512,prior,2,2,15,9,no,2025-01-10
1802621,82607,prior,4,2,21,18,no,2025-01-19
2506045,190147,prior,21,4,13,17,no,2025-01-18
957096,176828,prior,5,1,14,3,no,2025-01-04
350582,109020,prior,49,4,15,2,no,2025-01-03
128459,141815,prior,16,5,16,3,no,2025-01-04
3210779,26838,prior,24,1,12,8,no,2025-01-09
995722,159474,train,4,1,12,7,no,2025-01-08
2103675,79224,prior,3,0,19,27,no,2025-01-28
1310720,98673,prior,20,1,08,5,yes,2025-01-06
315493,146296,prior,21,1,14,14,no,2025-01-15
302383,25997,prior,4,5,22,13,no,2025-01-14
1680683,119192,prior,19,6,14,7,no,2025-01-08
413441,82133,prior,2,0,14,16,no,2025-01-17
2968221,42668,prior,15,2,16,7,no,2025-01-08
2814521,66440,prior,25,0,18,4,no,2025-01-05
3061224,87868,prior,9,1,10,7,yes,2025-01-08
1763119,75491,prior,12,2,21,12,no,2025-01-13
435763,109800,prior,2,0,16,3,no,2025-01-04
2361833,192294,prior,14,3,16,8,no,2025-01-09
680484,68254,prior,30,3,18,2,no,2025-01-03
2136632,130289,prior,10,4,14,5,no,2025-01-06
2290212,168799,train,45,5,08,5,yes,2025-01-06
1369675,30312,prior,19,0,11,7,no,2025-01-08
1013710,137199,prior,2,1,17,14,no,2025-01-15
1251079,108363,prior,36,0,08,5,yes,2025-01-06
416060,22379,prior,33,2,15,8,no,2025-01-09
2019265,158415,prior,50,2,16,5,no,2025-01-06
3085238,40644,prior,41,1,13,7,no,2025-01-08
2177684,177338,prior,7,4,15,23,no,2025-01-24
1574508,132035,prior,4,1,15,8,no,2025-01-09
1332001,69373,prior,3,2,13,30,no,2025-01-31
2874648,148657,prior,8,5,15,6,no,2025-01-07
3342648,38940,prior,18,0,07,4,yes,2025-01-05
3395901,135452,prior,12,0,10,3,yes,2025-01-04
913815,164359,prior,36,0,07,0,yes,2025-01-01
482047,171779,prior,29,1,15,7,no,2025-01-08
693925,204314,prior,30,6,09,7,yes,2025-01-08
3169258,43410,prior,9,5,16,7,no,2025-01-08
1359235,88021,train,4,5,06,20,yes,2025-01-21
2004436,201712,prior,22,2,12,1,no,2025-01-02
1120345,88206,prior,9,6,10,30,yes,2025-01-31
1822560,137221,prior,5,0,12,8,no,2025-01-09
1887322,47550,prior,5,1,15,1,no,2025-01-02
88714,136554,prior,34,1,17,24,no,2025-01-25
1333728,3485,prior,31,6,18,14,no,2025-01-15
3089035,92954,prior,16,2,12,3,no,2025-01-04
1506848,137793,prior,51,6,16,6,no,2025-01-07
477042,10617,prior,11,5,18,19,no,2025-01-20
217567,137312,prior,2,0,19,7,no,2025-01-08
782220,104042,prior,75,1,16,5,no,2025-01-06
1692382,50214,prior,20,1,03,3,no,2025-01-04
1945327,153433,prior,8,6,10,13,yes,2025-01-14
811560,103851,prior,2,6,17,13,no,2025-01-14
2970808,52540,prior,12,2,12,3,no,2025-01-04
25026,97243,prior,27,2,14,9,no,2025-01-10
1065933,155572,prior,36,1,10,2,yes,2025-01-03
3222241,45121,prior,14,3,09,14,yes,2025-01-15
2419878,90338,prior,14,4,13,4,no,2025-01-05
3306966,55704,prior,10,1,09,21,yes,2025-01-22
3064084,117623,prior,31,3,17,7,no,2025-01-08
2716469,61478,prior,2,4,07,30,yes,2025-01-31
2504423,54528,prior,25,3,07,3,yes,2025-01-04
1922244,164910,prior,7,1,11,11,no,2025-01-12
1782479,910,prior,11,3,11,1,no,2025-01-02
2961530,65367,prior,17,5,19,19,no,2025-01-20
1889646,25476,prior,34,4,13,3,no,2025-01-04
3199849,195216,prior,6,1,10,7,yes,2025-01-08
825428,180237,prior,23,5,13,2,no,2025-01-03
166569,119278,prior,62,2,05,8,yes,2025-01-09
948277,432,prior,30,4,20,4,no,2025-01-05
2922369,190136,prior,5,6,16,26,no,2025-01-27
740045,166183,prior,17,0,09,5,yes,2025-01-06
1976316,17209,prior,8,2,13,14,no,2025-01-15
1282365,179958,prior,44,6,10,5,yes,2025-01-06
1906764,102174,prior,2,0,17,27,no,2025-01-28
1979148,67896,prior,10,5,10,30,yes,2025-01-31
2509558,27485,prior,16,6,15,19,no,2025-01-20
67461,122994,prior,29,0,10,5,yes,2025-01-06
1005999,191123,prior,4,2,07,9,yes,2025-01-10
3383501,127523,prior,59,2,18,5,no,2025-01-06
3413834,147624,prior,2,6,13,21,no,2025-01-22
192842,106839,prior,10,1,20,13,no,2025-01-14
882499,54870,prior,29,0,20,4,no,2025-01-05
3407922,132295,prior,36,0,20,2,no,2025-01-03
1684098,134832,prior,8,1,07,8,yes,2025-01-09
2960550,133312,prior,17,0,17,30,no,2025-01-31
319583,127209,train,4,1,13,10,no,2025-01-11
1139674,19788,test,6,5,17,6,no,2025-01-07
566697,140695,prior,2,0,16,5,no,2025-01-06
3002254,64556,prior,15,6,23,6,no,2025-01-07
3182754,37581,prior,2,2,14,0,no,2025-01-01
1364379,134451,prior,4,2,08,3,yes,2025-01-04
284571,54405,prior,6,3,19,0,no,2025-01-01
466233,26536,prior,45,3,18,7,no,2025-01-08
766081,15813,prior,13,4,17,5,no,2025-01-06
413011,186233,prior,5,2,17,17,no,2025-01-18
2118817,121379,prior,12,1,12,23,no,2025-01-24
580413,164680,prior,32,1,20,8,no,2025-01-09
365501,85161,prior,4,0,13,6,no,2025-01-07
196432,130190,prior,6,1,16,28,no,2025-01-29
2216261,23248,prior,14,5,12,16,no,2025-01-17
1409216,205968,prior,34,2,16,3,no,2025-01-04
925048,170616,prior,6,6,18,30,no,2025-01-31
1521126,105936,prior,9,5,07,21,yes,2025-01-22
2640680,202369,prior,8,1,07,30,yes,2025-01-31
3069385,159387,prior,12,4,22,6,no,2025-01-07
618097,124923,prior,37,4,14,3,no,2025-01-04
1239744,78302,prior,2,5,12,5,no,2025-01-06
3169718,160532,prior,94,6,13,3,no,2025-01-04
464325,176664,prior,8,5,15,8,no,2025-01-09
1708329,5537,prior,13,3,10,29,yes,2025-01-30
2052544,138292,prior,34,0,09,3,yes,2025-01-04
2746089,132959,prior,9,4,17,17,no,2025-01-18
1690404,195245,prior,6,3,11,5,no,2025-01-06
1912848,68402,prior,3,1,17,7,no,2025-01-08
1691656,21900,prior,2,0,15,12,no,2025-01-13
1988063,83741,prior,5,0,08,30,yes,2025-01-31
2534569,67314,prior,21,0,07,5,yes,2025-01-06
2576746,36913,prior,8,2,11,16,no,2025-01-17
2991182,148248,prior,13,2,12,13,no,2025-01-14
1031367,58036,prior,2,1,17,6,no,2025-01-07
281800,96058,prior,36,5,17,4,no,2025-01-05
1398658,8364,prior,10,6,14,8,no,2025-01-09
1456858,15503,prior,37,6,12,3,no,2025-01-04
1863637,42513,prior,12,0,16,7,no,2025-01-08
407392,106637,prior,51,1,12,13,no,2025-01-14
1455845,139880,prior,16,2,17,5,no,2025-01-06
554487,183951,prior,3,1,11,6,no,2025-01-07
1194726,4117,prior,9,3,16,3,no,2025-01-04
2498990,59478,prior,33,4,17,7,no,2025-01-08
770660,175570,prior,32,3,13,7,no,2025-01-08
3308443,145206,prior,8,4,13,21,no,2025-01-22
2318103,94844,prior,7,2,14,11,no,2025-01-12
942093,12046,prior,2,5,13,4,no,2025-01-05
2051195,88504,prior,32,5,10,2,yes,2025-01-03
2095283,118720,prior,22,5,16,2,no,2025-01-03
1537599,116145,prior,38,4,19,3,no,2025-01-04
473585,63762,prior,7,5,16,21,no,2025-01-22
3380839,83244,prior,27,5,07,9,yes,2025-01-10
1961414,46236,prior,17,3,15,9,no,2025-01-10
1103282,5655,prior,19,5,12,1,no,2025-01-02
923374,138126,prior,60,2,10,1,yes,2025-01-02
1922401,16193,prior,3,1,11,6,no,2025-01-07
1988584,97092,prior,40,5,08,7,yes,2025-01-08
2601701,69496,prior,5,1,16,30,no,2025-01-31
1486173,157853,prior,37,1,14,1,no,2025-01-02
1803195,104298,prior,4,6,14,4,no,2025-01-05
778015,144725,prior,32,1,08,26,yes,2025-01-27
2377736,123066,prior,57,1,09,2,yes,2025-01-03
1665228,190517,prior,23,1,11,14,no,2025-01-15
1152709,69715,test,7,0,17,30,no,2025-01-31
1836002,112981,prior,23,4,13,4,no,2025-01-05
1664731,192950,prior,21,1,17,21,no,2025-01-22
2863692,197551,prior,77,4,10,2,yes,2025-01-03
1679572,149307,prior,13,6,09,5,yes,2025-01-06
1900502,117107,prior,19,0,18,8,no,2025-01-09
2883763,65800,prior,46,0,14,4,no,2025-01-05
3014425,194783,prior,20,2,17,3,no,2025-01-04
3004349,133374,prior,3,6,08,20,yes,2025-01-21
2048082,171638,prior,2,0,09,30,yes,2025-01-31
2499428,138519,prior,5,5,18,7,no,2025-01-08
2027374,123735,prior,12,2,17,13,no,2025-01-14
1103740,66448,prior,47,0,13,6,no,2025-01-07
2527689,5779,prior,17,4,09,15,yes,2025-01-16
1313096,181957,prior,9,2,18,5,no,2025-01-06
2814541,103348,prior,27,2,08,15,yes,2025-01-16
427014,180616,prior,37,5,14,6,no,2025-01-07
2441290,189426,prior,21,5,14,9,no,2025-01-10
1635358,17474,prior,2,1,21,5,no,2025-01-06
2951079,18852,prior,28,1,15,11,no,2025-01-12
1566056,35450,prior,2,0,17,3,no,2025-01-04
3094199,45696,prior,3,6,12,30,no,2025-01-31
2870321,117118,prior,5,0,13,3,no,2025-01-04
641463,141290,prior,3,2,15,3,no,2025-01-04
2857787,50599,prior,2,1,19,18,no,2025-01-19
3265038,80200,prior,26,5,15,9,no,2025-01-10
2414340,92619,prior,37,0,09,9,yes,2025-01-10
2413852,142413,prior,10,4,13,8,no,2025-01-09
1468837,83536,prior,8,3,18,11,no,2025-01-12
1613368,50554,prior,7,5,23,7,no,2025-01-08
2778458,36376,prior,93,1,11,2,no,2025-01-03
190299,126692,prior,18,1,13,13,no,2025-01-14
2339035,4186,prior,9,4,13,30,no,2025-01-31
1086656,189939,prior,3,1,11,16,no,2025-01-17
1092457,39256,prior,36,4,09,4,yes,2025-01-05
2568762,158885,prior,16,1,10,5,yes,2025-01-06
871470,196002,prior,65,1,09,4,yes,2025-01-05
184123,14163,prior,3,6,07,13,yes,2025-01-14
1366346,3533,prior,17,5,17,5,no,2025-01-06
692737,98258,prior,2,5,12,7,no,2025-01-08
878534,138650,prior,13,1,20,3,no,2025-01-04
649107,57304,test,13,1,11,30,no,2025-01-31
2623221,119108,prior,50,6,15,8,no,2025-01-09
2117810,100979,prior,4,0,14,14,no,2025-01-15
2065585,204950,prior,4,6,17,21,no,2025-01-22
2364747,154469,prior,19,1,11,25,no,2025-01-26
2028565,136831,prior,15,3,19,10,no,2025-01-11
2010911,40628,prior,5,5,15,16,no,2025-01-17
608479,127481,test,49,3,11,6,no,2025-01-07
2371291,167556,prior,3,2,14,6,no,2025-01-07
2466828,203429,prior,7,2,10,1,yes,2025-01-02
371843,21135,prior,8,3,20,4,no,2025-01-05
2270105,21840,prior,43,0,12,4,no,2025-01-05
1016765,98517,prior,22,6,10,10,yes,2025-01-11
1904827,46936,prior,15,3,08,14,yes,2025-01-15
195206,1519,prior,7,2,09,5,yes,2025-01-06
847109,111367,prior,18,0,11,7,no,2025-01-08
2188882,87888,prior,36,1,09,8,yes,2025-01-09
905334,90669,prior,2,1,10,30,yes,2025-01-31
2695362,111555,prior,46,1,16,4,no,2025-01-05
22679,155863,prior,47,2,17,3,no,2025-01-04
1534125,112833,prior,20,1,14,5,no,2025-01-06
2941336,72738,prior,2,3,12,10,no,2025-01-11
604715,138284,prior,76,1,18,1,no,2025-01-02
2204204,18782,prior,48,0,11,8,no,2025-01-09
2060132,69825,prior,2,5,19,1,no,2025-01-02
2053388,144055,prior,19,5,09,1,yes,2025-01-02
2858825,173584,prior,39,0,22,2,no,2025-01-03
3088664,53673,prior,86,4,11,3,no,2025-01-04
1562864,96122,prior,22,1,20,1,no,2025-01-02
2298529,147642,prior,13,0,15,23,no,2025-01-24
825615,174373,train,60,5,19,13,no,2025-01-14
2670628,110545,prior,32,2,19,2,no,2025-01-03
2800826,48784,prior,13,4,10,9,yes,2025-01-10
324515,64378,prior,14,3,13,12,no,2025-01-13
1428421,129027,prior,29,1,10,3,yes,2025-01-04
815761,34854,prior,9,6,11,11,no,2025-01-12
1978199,165235,train,96,5,17,2,no,2025-01-03
1021271,110479,prior,70,3,23,2,no,2025-01-03
556567,187362,prior,20,0,11,3,no,2025-01-04
893021,108273,prior,14,0,09,16,yes,2025-01-17
1436381,113763,prior,8,1,09,22,yes,2025-01-23
2268404,116843,prior,26,1,14,6,no,2025-01-07
3035332,7911,prior,34,3,14,3,no,2025-01-04
1632366,129652,prior,42,1,11,2,no,2025-01-03
31359,76870,prior,30,1,14,2,no,2025-01-03
2911274,110808,prior,25,0,08,5,yes,2025-01-06
1134401,91842,prior,5,2,16,15,no,2025-01-16
682019,39101,prior,10,1,19,14,no,2025-01-15
153561,27767,prior,51,1,09,7,yes,2025-01-08
1873846,84975,prior,8,0,16,1,no,2025-01-02
2021480,16589,prior,2,1,15,19,no,2025-01-20
261458,115523,prior,32,0,13,7,no,2025-01-08
1779802,122199,prior,12,3,08,30,yes,2025-01-31
610335,77264,prior,15,6,22,6,no,2025-01-07
3339189,143701,prior,31,1,12,3,no,2025-01-04
438570,116292,prior,5,4,09,30,yes,2025-01-31
1248625,103872,prior,14,4,12,23,no,2025-01-24
2345112,65164,prior,4,1,09,24,yes,2025-01-25
2239982,59329,prior,11,4,16,7,no,2025-01-08
3034229,194964,prior,18,5,19,3,no,2025-01-04
1306498,73426,prior,5,4,16,5,no,2025-01-06
436262,3569,test,10,5,12,19,no,2025-01-20
2954830,95396,prior,5,0,15,2,no,2025-01-03
3253458,116545,prior,42,3,16,7,no,2025-01-08
2879007,101726,prior,2,4,11,25,no,2025-01-26
2955735,183468,prior,10,1,09,12,yes,2025-01-13
627927,26794,prior,32,5,11,3,no,2025-01-04
2815290,127994,train,9,4,10,30,yes,2025-01-31
2270205,168870,prior,7,6,09,13,yes,2025-01-14
743530,87614,test,17,2,00,14,no,2025-01-15
2448643,147216,prior,15,3,15,4,no,2025-01-05
381656,193986,prior,10,2,08,30,yes,2025-01-31
2268558,54374,prior,12,1,09,6,yes,2025-01-07
1243454,10567,prior,20,1,13,29,no,2025-01-30
3135948,42202,prior,8,5,11,26,no,2025-01-27
2432895,97928,prior,4,4,12,30,no,2025-01-31
1831855,152089,prior,3,4,17,30,no,2025-01-31
2315785,169534,prior,4,6,10,5,yes,2025-01-06
307213,54503,prior,47,3,09,20,yes,2025-01-21
498939,138800,prior,47,1,15,4,no,2025-01-05
1798833,50930,prior,5,4,18,5,no,2025-01-06
307812,112030,prior,40,0,11,5,no,2025-01-06
560952,10649,prior,29,0,10,4,yes,2025-01-05
3255183,94548,prior,12,6,08,8,yes,2025-01-09
3390842,156339,train,35,6,13,7,no,2025-01-08
1989591,138014,prior,15,2,08,30,yes,2025-01-31
569603,71812,prior,2,0,17,8,no,2025-01-09
1923714,124633,train,8,0,11,14,no,2025-01-15
2268266,103759,prior,12,1,10,7,yes,2025-01-08
1555854,87238,prior,75,4,21,1,no,2025-01-02
542898,171615,prior,6,5,15,14,no,2025-01-15
1276785,12435,prior,8,0,15,6,no,2025-01-07
1948392,56482,prior,31,5,13,5,no,2025-01-06
3386015,116829,prior,3,5,16,3,no,2025-01-04
604228,31096,prior,58,2,11,1,no,2025-01-02
885407,96038,prior,5,0,16,14,no,2025-01-15
932795,2524,prior,2,3,15,7,no,2025-01-08
1488980,164271,prior,12,1,11,14,no,2025-01-15
3409962,125439,prior,2,2,07,3,yes,2025-01-04
2559450,83847,prior,48,1,14,5,no,2025-01-06
3195417,31816,prior,29,2,12,3,no,2025-01-04
519250,43567,prior,4,1,17,30,no,2025-01-31
3151279,108255,prior,3,4,17,30,no,2025-01-31
3101185,193324,test,9,4,06,6,yes,2025-01-07
509851,95040,prior,8,6,08,30,yes,2025-01-31
2225354,61987,prior,5,4,01,10,no,2025-01-11
1801518,104765,prior,13,2,16,5,no,2025-01-06
1169005,88137,prior,6,6,12,17,no,2025-01-18
1518383,170430,prior,9,1,18,8,no,2025-01-09
1293430,45904,prior,45,4,10,5,yes,2025-01-06
1994556,145048,prior,3,6,20,6,no,2025-01-07
2727069,122936,prior,9,6,23,2,no,2025-01-03
853549,44876,prior,22,0,14,5,no,2025-01-06
10865,78217,prior,4,0,13,21,no,2025-01-22
378878,44331,prior,31,0,06,12,yes,2025-01-13
61236,92234,prior,29,5,08,13,yes,2025-01-14
306875,187649,prior,3,0,10,9,yes,2025-01-10
1130119,70169,prior,32,3,15,15,no,2025-01-16
1475554,160519,prior,27,1,19,4,no,2025-01-05
2103621,124644,prior,68,5,10,4,yes,2025-01-05
1632948,152945,prior,7,5,13,6,no,2025-01-07
3086942,122444,prior,13,4,22,1,no,2025-01-02
387814,14491,prior,29,6,10,20,yes,2025-01-21
32920,189946,prior,8,1,14,7,no,2025-01-08
918367,164707,prior,22,5,21,8,no,2025-01-09
1473507,146892,prior,12,1,20,28,no,2025-01-29
1569325,80189,prior,33,3,11,2,no,2025-01-03
726871,117657,prior,30,6,09,4,yes,2025-01-05
3398760,83014,prior,22,5,14,4,no,2025-01-05
569697,189316,prior,14,3,10,9,yes,2025-01-10
334844,150701,prior,38,6,12,6,no,2025-01-07
2584032,9036,prior,91,4,11,2,no,2025-01-03
3328200,175016,prior,18,6,09,6,yes,2025-01-07
118397,55226,prior,7,6,18,4,no,2025-01-05
814193,104484,prior,7,1,12,6,no,2025-01-07
206353,201715,prior,2,0,10,25,yes,2025-01-26
713880,136483,prior,6,2,08,30,yes,2025-01-31
518774,76170,prior,14,5,15,2,no,2025-01-03
1100708,43359,prior,3,1,12,9,no,2025-01-10
2639555,191853,prior,25,2,11,8,no,2025-01-09
2703771,154494,prior,26,3,07,3,yes,2025-01-04
